token	frequency	length
prodrla	1	7
mraznoga	1	8
padini	1	6
poèitak	1	7
hridine	3	7
vremenima	1	9
podžežen	1	8
nahrani	1	7
odstupanja	1	10
opojiti	1	7
cigla	1	5
ruže	17	4
povik	1	5
mara	17	4
višnjim	1	7
problema	1	8
skot	1	4
osliepili	1	9
uranila	1	7
sina	63	4
pomutiše	1	8
prašna	1	6
pržinom	1	7
ustroja	1	7
setta	1	5
gradskom	1	8
oèeva	2	5
rugota	1	6
dioniz	1	6
izmrsi	1	6
jimal	1	5
ja	945	2
uzdihala	1	8
gumno	7	5
sjenokoša	1	9
gorostasne	1	10
crljenim	1	8
gradjani	10	8
glasovit	2	8
slatèinom	2	9
staroslovenskog	1	15
kratile	1	7
uprijeti	1	8
skinuli	2	7
vrzti	1	5
uspjehu	3	7
elisijski	1	9
groznica	6	8
svjetova	3	8
uzjigra	2	7
duševnu	2	7
izmitala	2	8
priveo	1	6
rastjerao	1	9
cara	8	4
deželja	2	7
plimi	1	5
skusti	3	6
neæ	1	3
ufon	1	4
deputacija	1	10
razliènoga	1	10
otoèje	1	6
svojijem	1	8
smartnimi	1	9
istjerali	1	9
prostotom	1	9
pavlinsku	1	9
izr	3	3
sriemskom	3	9
odkucnula	1	9
èeperljajuæi	1	12
najcrnjim	2	9
bolji	24	5
njeg'vog	3	8
brižan	3	6
šeæu	1	4
oprijeti	1	8
meðutim	13	7
zaobljen	1	8
katonova	1	8
osvetim	1	7
kastriotiæa	1	11
snebivanja	1	10
kak	1	3
dieleæi	1	7
šume	23	4
obima	1	5
pristajao	3	9
jela	30	4
zareèemo	1	8
jedino	38	6
laktovi	1	7
nehajno	7	7
considerans	1	11
zarad	3	5
nî	2	2
tašæom	1	6
izkustvu	1	8
podvræ	1	6
proboraviš	1	10
vkinuti	1	7
srit	1	4
kukci	1	5
kružiti	3	7
hudinju	1	7
grije	15	5
razjareno	2	9
apolijon	1	8
varoškoga	1	9
žedjom	1	6
novimi	2	6
preporodja	1	10
obièaja	8	7
svinu	1	5
rascinit	1	8
memle	1	5
predsobu	1	8
sievu	1	5
sviralica	1	9
ninive	1	6
korala	1	6
dojile	1	6
pokušam	1	7
mazala	1	6
proslova	1	8
nerazdruženi	1	12
plešuæi	2	7
ljubmil	4	7
glagolskoj	1	10
upiriti	2	7
voskom	1	6
dilo	2	4
zanosno	6	7
žedne	3	5
muèenièe	1	8
prorekoše	1	9
pribrodit	1	9
opril	1	5
sagnjila	1	8
mrzkih	1	6
obeselivši	1	10
lxxvi	2	5
svekoliko	3	9
prometnuo	1	9
šutite	3	6
graði	3	5
poledi	1	6
tužbam	1	6
volili	1	6
zievati	1	7
dobra	70	5
važnih	3	6
nerejeva	1	8
upireni	1	7
remenom	1	7
šèepa	4	5
vera	2	4
išogor	1	6
okov	3	4
velièajne	2	9
zavije	3	6
navalilo	2	8
opazkama	1	8
golih	3	5
svevišnjega	2	11
pokoru	1	6
zabavljo	1	8
razklopila	3	10
bridom	2	6
pjesnièkim	1	10
divljim	4	7
prilagoðena	1	11
vitki	1	5
zadišeš	1	7
velite	3	6
izvajala	1	8
odlazim	1	7
uzdahli	1	7
nabacali	1	8
grobovima	1	9
leteæ	6	5
sjekla	1	6
primor	1	6
trebo	1	5
ponašanje	2	9
mladje	6	6
spoznah	1	7
narehom	1	7
medj	21	4
šikarom	1	7
utisak	2	6
poèinit	2	7
ništavila	4	9
razkriliti	1	10
divskom	1	7
madjarom	1	8
prievoda	2	8
kol	3	3
alighierija	1	11
stoje	25	5
zapoviedju	1	10
stigav	1	6
medeno	1	6
rovuæi	1	6
slatke	18	6
lakoumna	1	8
tanac	1	5
zatoènici	1	9
razbujavati	1	11
broditi	1	7
prevraæaš	1	9
prijašnje	3	9
zatisak	1	7
pucnu	2	5
amor	5	4
pomnjiv	1	7
zakljuècima	1	11
otišlo	2	6
cvietom	8	7
suoèeni	1	7
nezasitnost	1	11
davili	1	6
lipaviæeva	1	10
devojko	2	7
šarom	1	5
prièo	1	5
posjedajte	1	10
udavati	1	7
jadaj	1	5
flliabus	2	8
rodos	1	5
htidnu	1	6
simptoma	1	8
potrebnu	1	8
prebacuju	1	9
prigorke	1	8
selska	6	6
pravilnost	1	10
suhu	3	4
gonjaja	1	7
uzjaha	1	6
božansko	3	8
convien	1	7
kuppel	1	6
hulit	1	5
nalagao	1	7
samostalnije	1	12
parsten	2	7
ukrade	5	6
šibenskoga	3	10
ribice	5	6
kon	2	3
zadužio	3	7
cepulariæ	1	9
kaštelski	2	9
upravljali	1	10
upravljaš	1	9
kapistrana	1	10
dopriesmo	1	9
osobinom	1	8
vriedno	6	7
krèmi	11	5
râ	1	2
kriesnicom	2	10
presaho	1	7
zasjedam	2	8
srpanjskoga	1	11
pravedni	1	8
ranijih	1	7
distilla	1	8
gladom	5	6
odvija	1	6
smišljaše	1	9
zipku	1	5
prevalila	2	9
sjediti	1	7
mrzit	2	5
odgovorila	2	10
oèiju	79	5
njušiti	1	7
plesat	1	6
vulkanskijeh	1	12
razsvietljene	1	13
bodežem	1	7
dubuæi	1	6
æerko	9	5
padati	1	6
milovat	1	7
plavi	10	5
prikazana	2	9
podugoljasto	1	12
žubor	3	5
razabrana	1	9
navaljuje	1	9
vreæi	2	5
hteæi	10	5
mahom	14	5
razlièit	1	8
stinuti	1	7
kabanicu	7	8
provizuru	1	9
spomenuti	9	9
bižah	1	5
završenu	1	8
jene	1	4
vinac	4	5
povaljena	1	9
memorem	1	7
spahiji	2	7
mladeži	5	7
exemplum	2	8
sjednite	4	8
nemirna	3	7
prinesu	1	7
ubij	3	4
lovici	1	6
orljave	1	7
psaltir	2	7
vrlih	1	5
prateæ	1	6
zašuti	1	6
opliæah	1	7
prosieda	1	8
bornikova	2	9
pobrza	4	6
zapara	1	6
bisera	2	6
sidro	3	5
trovo	2	5
rasvietli	2	9
èivutove	1	8
probudili	1	9
kulturni	1	8
poslanico	1	9
sjevernu	3	8
zgubih	4	6
draŽnika	1	8
utkala	1	6
dobroèinstva	3	12
šane	1	4
susret	24	6
našla	21	5
simpozija	4	9
uzkraæen	1	8
naruèaj	8	7
velièajna	2	9
ivi	1	3
franjevaca	2	10
opijela	1	7
snova	7	5
kolumbi	1	7
mjesta	51	6
podvignuti	1	10
ozljeda	1	7
nješto	48	6
zrinj	1	5
žala	8	4
predstolje	1	10
odeš	1	4
vajem	1	5
sahare	1	6
nerodjeno	1	9
nasitile	1	8
zlobit	1	6
pozujiše	1	8
zaoblicu	2	8
karke	2	5
pokriti	6	7
formae	1	6
dumbokom	1	8
beskraja	11	8
vreteno	3	7
koleæi	1	6
šalili	2	6
miri	2	4
uzhtije	3	7
nastradati	1	10
pravije	1	7
kapetane	5	8
pribire	1	7
oguli	1	5
bojištu	2	7
osjeæat	1	7
željahomo	1	9
tkanom	1	6
psihologiju	1	11
uskrsa	2	6
istièuæi	1	8
najkukavnijega	1	14
dupine	2	6
proždro	1	7
nesreæa	15	7
vlasteoski	1	10
svetinju	1	8
splitskom	1	9
naigrati	2	8
nezrilu	1	7
poslušale	1	9
presvojio	1	9
ugine	1	5
tišini	4	6
usiliti	1	7
slonova	2	7
dunja	5	5
korovlja	1	8
stara	59	5
lupati	1	6
vinuh	2	5
svatovi	18	7
hitila	1	6
rakom	6	5
shodnosti	2	9
aneta	2	5
vajkada	1	7
pradjedovskom	1	13
prit	3	4
qu'	1	3
kukovih	1	7
noæne	5	5
izsukao	1	7
brèiæu	1	6
consilio	1	8
po	1376	2
prozori	2	7
ugarkom	1	7
lijekovi	1	8
susritih	2	8
paneš	1	5
modre	11	5
blagajna	3	8
oltar	6	5
dilju	3	5
prpošna	1	7
naèelo	2	6
stôca	1	5
tegne	3	5
predate	1	7
živež	1	5
sirotèad	3	8
korabljici	2	10
lebdeæi	2	7
proroèanstvo	2	12
smrviše	1	7
strepljiva	1	10
samodrug	1	8
uprosi	4	6
hahaj	1	5
znaèi	14	5
staraèki	2	8
doèekaše	5	8
suimet	1	6
treptaj	1	7
mensolu	2	7
saèuvaj	2	7
vidne	1	5
mekani	1	6
francuske	1	9
pohot	2	5
antuna	6	6
zelene	11	6
dolazeæ	1	7
razdražiti	1	10
uoèi	4	4
madjara	1	7
ma	105	2
materinja	1	9
pedibus	1	7
pisne	1	5
èuvala	2	6
otkada	2	6
frankinoj	1	9
opaèina	3	7
izvadila	3	8
lib	1	3
dražima	1	7
predadu	1	7
drugarica	3	9
nižnost	1	7
stavljaju	1	9
spjevanom	1	9
povraæali	1	9
smetnje	1	7
plivao	2	6
antièkim	1	8
gradimo	1	7
pjesmom	26	7
oraè	1	4
stanoviti	1	9
vodit	2	5
kulin	1	5
uplete	3	6
nježnom	1	7
neizreèni	1	9
nagrade	2	7
uživala	3	7
nij'	12	4
zaustavljali	1	12
južnoga	2	7
obrat	2	5
istraživanja	3	12
topio	2	5
iztièe	2	6
poštovanomu	1	11
istinan	1	7
gradove	6	7
niže	13	4
raèunala	2	8
plaèete	1	7
respuit	1	7
desnicah	1	8
basne	1	5
otajstvenih	1	11
ratila	1	6
naletjesmo	1	10
lingua	2	6
zakucat	1	7
èinjenicama	1	11
lieèite	1	7
svudi	6	5
strnjaku	1	8
uklanja	2	7
nei	1	3
ponaruèno	1	9
stekoše	1	7
kmete	6	5
surka	2	5
morale	6	6
cieloj	2	6
autorovih	2	9
cerilo	1	6
viriti	1	6
zahtievanja	1	11
porièu	1	6
vraæalo	2	7
snesu	1	5
odgovarali	1	10
otvore	6	6
kupice	1	6
dogaðaju	1	8
crnji	1	5
književniku	1	11
pjesnikovu	7	10
niæ	1	3
lak	8	3
glumah	1	6
plodim	1	6
natura	2	6
sanjati	1	7
rimskomu	1	8
osobno	1	6
mirisom	7	7
opasnosti	4	9
zimnjih	1	7
zlovoljni	1	9
došljaka	5	8
grobu	37	5
modio	1	5
sagrija	1	7
martovnic	1	9
ledenile	1	8
promienit	1	9
nadošla	3	7
ranije	4	6
nadoæi	1	6
gojile	1	6
slušo	5	5
zoraniÆu	2	8
vitezu	1	6
žandarine	1	9
okrene	2	6
šire	7	4
prokliju	2	8
ljubljeno	1	9
protiskivali	1	12
né	4	2
uznemirila	3	10
paraskino	2	9
sklone	2	6
hostiam	1	7
uzriv	2	5
pokucaše	1	8
ubile	1	5
pravjeène	2	9
nabaciti	1	8
pardon	1	6
davila	1	6
užinalo	1	7
prigodnu	1	8
njegovanja	1	10
nakali	1	6
lopov	4	5
kruge	2	5
hti	10	3
strogost	1	8
oddi	1	4
uztrajemo	2	9
osvjetlat	2	9
snit	1	4
strpite	2	7
psovali	2	7
pastirskoj	4	10
sanjo	1	5
ovije	3	5
starogrèke	1	10
padnemo	1	7
nestašno	1	8
stanovaše	1	9
protrnula	6	9
pratilaca	1	9
slikovni	1	8
isusovca	4	8
odolje	3	6
hitrosti	1	8
porazplodjuj	1	12
gošæe	1	5
strahora	2	8
zahvalnom	1	9
zraènoga	2	8
prirediti	4	9
pastirsko	1	9
doznajemo	2	9
ipsisque	1	8
strašnih	2	8
dolaska	1	7
tarpezom	1	8
uspieva	1	7
zakrvari	1	8
oraji	2	5
projdoše	2	8
alpa	1	4
tražeæi	12	7
eksperimentiranju	1	17
susjedâ	1	7
putonoge	1	8
mlake	4	5
košutice	1	8
pisanicu	1	8
domenico	1	8
razkopati	1	9
spline	1	6
javorove	5	8
obrativši	1	9
ljubio	10	6
snesoše	1	7
pavši	1	5
vratite	2	7
škrinjicom	2	10
odsjekao	1	8
pudencijana	42	11
izgubljenu	1	10
oturiti	1	7
mjeseèno	1	8
razcviljena	1	11
prostorje	3	9
ravnicom	1	8
udivljenja	1	10
razlog	11	6
književni	21	9
upeljat	1	7
potmula	1	7
upaljena	1	8
ukrala	1	6
ukopat	2	6
nunc	3	4
kulturu	3	7
zabezeknuti	1	11
pomogao	7	7
sledenila	1	9
veèeru	13	6
glavicu	1	7
hrastovinom	1	11
revnije	1	7
nadvisio	1	8
poletjeh	2	8
emfatièki	1	9
zamjetnu	1	8
izdiæi	1	6
žudnjama	1	8
vidovitosti	1	11
odletjet	1	8
utaje	1	5
milijuna	1	8
takvi	4	5
ata	1	3
zakasnili	1	9
shemu	1	5
osobitu	2	7
mustafi	1	7
radostnih	1	9
otcu	15	4
zašao	1	5
zmije	18	5
maknuvši	1	8
zadreèala	1	9
upotriebi	1	9
lamentava	1	9
sušiti	1	6
ymus	1	4
polukavo	1	8
goneæ	1	5
prezrazboran	1	12
stvarnosti	2	10
znaèajem	1	8
šaljemo	1	7
mladen	1	6
zaklisi	1	7
revije	1	6
utargali	1	8
dronje	2	6
braco	2	5
akcenta	1	7
bauka	1	5
ruhu	5	4
doprikuèim	1	10
hazna	1	5
martovnica	1	10
ustima	9	6
sjele	2	5
muèenoj	1	7
izporedjujuæi	2	13
opaka	2	5
zamuèati	1	8
vika	21	4
ukrasiti	1	8
nirvanu	1	7
ponjavi	1	7
borovom	1	7
jugo	1	4
triemu	1	6
neureðen	2	8
uprkos	1	6
otpušten	1	8
ljubovni	1	8
vilinskog	1	9
prikrenuti	1	10
mitologiji	21	10
groznome	1	8
vjeru	5	5
privarže	1	8
nagonile	1	8
vidu	7	4
njimi	35	5
tugjem	1	6
tiskane	1	7
travom	4	6
povjerljivo	5	11
prozaplela	1	10
šiljatu	1	7
prijaznijima	1	12
srdaène	1	7
listonoša	2	9
osvajanju	1	9
zapreæi	2	7
vruæe	28	5
mistiènim	2	9
salievaju	1	9
peèe	8	4
uredniju	1	8
nejasni	2	7
štokavca	1	8
pobacaše	1	8
lipote	7	6
shvatio	1	7
šalvare	1	7
kicoša	1	6
radujmo	2	7
stida	10	5
djevojka	144	8
popularni	1	9
uranka	1	6
poslom	18	6
osvetne	1	7
napredovao	1	10
prljave	1	7
trpke	1	5
posvjedoèiti	2	12
posjedima	1	9
potomkom	1	8
opæine	5	6
izreslo	1	7
dužju	1	5
nepovoljna	2	10
konjici	2	7
neumitelstvo	1	12
prihod	2	6
mani	8	4
nazoèan	1	7
klanjaše	1	8
gušeæ	1	5
piton	1	5
nalješkoviæ	1	11
žaja	1	4
starguæi	2	8
treskaju	1	8
èuvajuæi	1	8
ukuæani	4	7
prouèi	2	6
blažio	1	6
govedarskom	1	11
otkidava	1	8
umoran	7	6
svesilja	1	8
želio	18	5
poznajete	3	9
pitomšæinu	1	10
lovica	2	6
akamantov	1	9
rastanemo	1	9
zabit	3	5
opletena	1	8
šljunak	1	7
preoteo	1	7
kô	689	2
surijanski	1	10
gju	1	3
doglašivo	1	9
kosu	35	4
šutjele	2	7
poruku	8	6
potvrdi	10	7
snietu	1	6
dvorjanin	1	9
smiešeæ	1	7
neumrlih	1	8
smrndja	1	7
željni	4	6
odgovornost	1	11
hvata	19	5
zaletjeh	1	8
dobivala	2	8
vreæicom	1	8
tornju	2	6
pravilan	2	8
zidinah	1	7
naruèju	4	7
stojeæ	1	6
dvorku	1	6
kam	2	3
pobigo	1	6
znaèajan	2	8
mogle	10	5
gorjele	5	7
ražova	1	6
krozanj	1	7
neæak	2	5
medvida	1	7
prigledam	3	9
utješila	1	8
razlièice	1	9
nestanka	1	8
privio	3	6
naèini	1	6
poljima	3	7
ibrahima	5	8
lomeæi	1	6
hercega	1	7
neumjetnik	1	10
sljemenom	1	9
knjižice	1	8
blagohlepni	1	11
naðeni	2	6
ogovarao	1	8
nektarom	1	8
ipsis	1	5
ožati	1	5
primirila	2	9
uæi	8	3
truje	4	5
površinu	1	8
lednom	1	6
proglasiti	1	10
èemerno	4	7
mreže	7	5
grakajuæ	1	8
sinovi	6	6
ženskomu	2	8
poculum	1	7
životi	2	6
rešim	1	5
izkapi	3	6
ložnici	2	7
melske	1	6
postojne	1	8
vazetje	3	7
šanac	5	5
grièani	1	7
lažljive	1	8
posegnut	1	8
pritekoše	1	9
spasovdana	3	10
žutom	1	5
plodan	1	6
preradoviæu	3	11
godišnje	2	8
sultanu	1	7
premamio	1	8
papirnom	2	8
zobala	1	6
tane	2	4
rikanje	2	7
biednika	1	8
slasno	1	6
doèim	15	5
vilice	1	6
kara	4	4
brid	1	4
mokatamske	2	10
var	1	3
sljedstva	1	9
razgrabiše	1	10
smradne	2	7
krilaticom	1	10
izrekom	2	7
uživati	6	7
hitrijega	1	9
tek	161	3
prepustila	7	10
svraæajuæ	1	9
razaviti	1	8
javorov	2	7
ušo	3	3
toèi	2	4
agamemnona	3	10
mraknu	1	6
galiciovu	1	9
žaljenja	1	8
prigrlivši	1	10
èitava	13	6
rasmija	1	7
æer	1	3
prolaze	8	7
sveta	54	5
ustriliv	1	8
doslovnim	1	9
glavinjali	1	10
nevrieme	3	8
gleichenberga	1	13
ništavnost	1	10
kiniti	1	6
berilji	1	7
smišavši	1	8
najmekše	1	8
pia	1	3
poniženim	2	9
ljeto	15	5
milotom	1	7
antistene	1	9
prkose	1	6
zanio	2	5
tronožici	1	9
zaèudnu	1	7
potaknut	2	8
najbujniji	1	10
iztièu	2	6
otimlju	3	7
upire	1	5
cekin	1	5
bezbrigom	1	9
navoljno	3	8
zublje	1	6
polazeæ	1	7
uzplahirenu	1	11
vlastelinskomu	1	14
leæ	1	3
stotiput	1	8
sustava	2	7
osušena	2	7
traderet	1	8
takva	22	5
alquanto	1	8
sono	1	4
zabune	4	6
razcvao	1	7
dvizaše	2	7
napipa	1	6
zasineš	1	7
susjedstvu	1	10
divani	3	6
dogladila	1	9
mei	2	3
obujale	1	7
navinuti	1	8
gušteri	1	7
pomamivši	1	9
ustao	8	5
ploveæ	4	6
obièavati	1	9
svijeæu	6	7
videæi	23	6
zapušene	1	8
cjelunula	1	9
momaštvo	1	8
sljubljene	1	10
svemoguæstva	1	12
razgovarala	11	11
najboljem	1	9
najzamašnijih	1	13
postavi	13	7
obstati	1	7
priklo	1	6
njeg'va	5	7
oženilo	1	7
majstora	9	8
hora	7	4
oglašuju	1	8
strava	7	6
tiela	38	5
lupežice	1	8
zabrinutosti	2	12
musa	1	4
opriti	1	6
razlievaš	1	9
morala	40	6
nuz	1	3
vatara	1	6
udji	2	4
zamišljenosti	1	13
prisvietliše	1	12
premetanje	2	10
spjevana	2	8
dolcem	1	6
dolinah	2	7
pograbi	2	7
agni	1	4
najvišen	1	8
grobove	4	7
dalida	2	6
odnjihao	1	8
priletješe	2	10
utirali	1	7
uzmognem	2	8
zenica	1	6
vijeæu	1	6
spiritistièni	1	13
neugodan	2	8
pramom	1	6
starèiæ	4	7
zavidjanu	1	9
uzdižu	4	6
izcrpit	1	7
traktata	1	8
odbija	7	6
namasti	1	7
glagoljska	1	10
škrabica	1	8
pridošlica	1	10
lopudu	3	6
ernst	3	5
priroda	27	7
jauèuæe	1	7
ojti	2	4
frcala	1	6
vjerujuæi	2	9
otim	1	4
boreæi	6	6
šešira	2	6
vodjena	1	7
doèekali	7	8
bliskoj	1	7
svježega	1	8
prenosile	1	9
ivanjoj	1	7
sabasova	2	8
coute	1	5
slatkomirisne	1	13
slabosti	3	8
moma	1	4
potjero	1	7
nestašicu	1	9
krasinskoga	1	11
afrodite	5	8
pokliknu	1	8
pauca	2	5
vike	3	4
mužkobanja	1	10
radionicu	1	9
bolestnicom	2	11
poglavitiji	1	11
toljagom	2	8
darži	4	5
zmiji	1	5
nastojahu	1	9
ranjenoga	2	9
naspite	1	7
obao	3	4
donijela	4	8
nosom	4	5
podpunoma	2	9
proširi	4	7
trpjela	3	7
odabrano	1	8
franièeviæ	5	10
okoline	1	7
birtaš	1	6
komu	92	4
naviku	1	6
zbunjeno	3	8
smoènicu	2	8
putom	9	5
liekom	4	6
dušmanska	1	9
pšeniène	1	8
kirke	1	5
planinsko	1	9
premica	1	7
sjedosmo	1	8
samostanu	19	9
odvezle	1	7
speæi	4	5
prednjaèeæ	1	10
slijepog	1	8
proviruju	1	9
èistinom	2	8
nalaze	5	6
jasla	1	5
žilj	2	4
unukom	3	6
ukazah	1	6
uprava	1	6
eol	2	3
blatna	1	6
pogubljenju	1	11
kadro	5	5
kupujuæi	1	8
poèekam	1	7
metrici	3	7
koljebica	1	9
razcvilila	1	10
sazivan	1	7
odmaranje	1	9
iztrgam	1	7
klonuše	1	7
skvrne	1	6
ljubvenoga	10	10
dragog	10	6
ant	1	3
bezdno	3	6
bajalice	3	8
venecijanski	1	12
geliniæ	2	7
udarcem	2	7
slitih	1	6
rotiti	1	6
oskoruše	1	8
sborom	2	6
najljepšega	1	11
franka	1	6
izvorište	1	9
grijanice	1	9
uzbudjivati	1	11
prene	5	5
kojeg	22	5
uzteže	1	6
zaninu	1	6
poginula	1	8
moguæim	1	7
odtuda	3	6
oèima	114	5
pretke	1	6
strastveno	12	10
salauka	3	7
stellarum	1	9
tovna	1	5
silnim	3	6
ilirskih	1	8
palešæak	1	8
vilami	3	6
daleka	27	6
peæi	4	4
kokice	1	6
stekoh	1	6
otvor	4	5
jezero	5	6
štoviše	1	7
staklenic	1	9
personificira	1	13
dion	1	4
nevidjeni	4	9
bremena	4	7
barem	32	5
mrgodjenje	1	10
sopunar	2	7
izkusnim	1	8
zvjerad	2	7
varjaèom	1	8
epohe	1	5
nam	374	3
darove	3	6
prebujna	1	8
mojimi	3	6
spuži	1	5
iskri	2	5
nedjelju	22	8
hebina	1	6
namjerih	1	8
glavarija	2	9
povjetarca	2	10
zaredam	1	7
kriliti	3	7
zalupi	6	6
taborišta	1	9
promjenom	1	9
nesita	1	6
miloja	1	6
èarni	3	5
velikašice	1	10
èasiti	1	6
nektar	5	6
stvora	10	6
praecepit	1	9
krš	2	3
nahladjena	1	10
kaplje	5	6
svemožne	1	8
safirna	2	7
hodeèi	1	6
guli	5	4
uspavane	2	8
dogorješe	2	9
vratnicam	1	9
zaprieèen	1	9
osvoji	5	6
mejdana	4	7
materinska	1	10
odapet	1	6
neugodnu	1	8
pojava	9	6
voštanice	8	9
lxxx	1	4
uzpiše	1	6
modroj	2	6
pogodio	7	7
dani	20	4
istine	29	6
pašmanski	1	9
namislila	2	9
vinovih	1	7
osorljive	1	9
milovida	1	8
išèièkane	1	9
švašte	1	6
crpim	1	5
prenoæiti	3	9
olujni	1	6
zakivajuæi	1	10
slavnih	5	7
staraèko	1	8
gniezda	10	7
pobjednika	1	10
trenutke	2	8
tikvi	1	5
ugibali	1	7
izvaljenih	1	10
posveæivahu	2	11
pristup	2	7
pjesmi	72	6
šuruješ	1	7
biskupskoj	1	10
sudjenik	2	8
vragovanje	1	10
napustiv	1	8
èrida	1	5
turskoj	3	7
rameni	2	6
upokoriti	1	9
ljutost	1	7
truju	1	5
iva	1	3
nadati	7	6
nježnost	5	8
poklik	4	6
nezaobilaznu	1	12
doboš	1	5
ocvjetana	1	9
tamaris	1	7
lokot	1	5
iznose	1	6
kaznu	4	5
subotnju	1	8
rerum	2	5
porzene	1	7
ovjenèan	1	8
svjeti	2	6
svjetove	2	8
sag	6	3
stjeèe	1	6
razsap	1	6
zapustit	2	8
glasbi	1	6
razdirati	1	9
djevu	6	5
bilom	4	5
trinadesti	1	10
banderije	1	9
opkoljavati	1	11
vratar	2	6
strado	2	6
podrugušom	1	10
zatakla	1	7
hat	1	3
zaplakaše	1	9
združiti	2	8
umetnula	1	8
tiesnih	2	7
odredio	1	7
mladi	39	5
spavamo	1	7
izciedi	2	7
prodavajuæi	1	11
vijoglavke	1	10
izdržavati	1	10
promašio	2	8
djeèak	3	6
ugušit	1	6
užili	1	5
makac	1	5
prikošen	1	8
grofovsku	1	9
rodili	1	6
slišan	1	6
krenemo	1	7
bahatosti	1	9
odložio	1	7
soèi	2	4
uštap	2	5
zabrinutost	2	11
pobuditi	1	8
dobijete	2	8
vrelu	3	5
razdvojila	1	10
pozrieti	2	8
pancir	1	6
treptilo	1	8
sniegom	5	7
razsvietljena	1	13
èudnog	2	6
jara	1	4
vièe	13	4
muèaljivo	1	9
medjusobni	1	10
omražnjaci	1	10
nizku	1	5
boravljenja	1	11
uzdihaše	1	8
postavljene	1	11
vuèjaka	1	7
sane	2	4
kovali	1	6
hrabren	2	7
izkopano	1	8
usus	1	4
oštrim	12	6
odrasli	1	7
poso	8	4
postnijih	1	9
potribah	1	8
mneèi	2	5
domaæina	2	8
prizori	3	7
šestilo	1	7
tjelesnost	1	10
uzruja	1	6
zaplakane	2	9
radilo	7	6
oblake	19	6
kljuèala	1	8
zaklinati	1	9
svjetlucave	1	11
trnavèani	2	9
ovima	2	5
tužbena	7	7
zamende	1	7
istraživanjem	1	13
antun	6	5
spomeniku	2	9
izlizao	1	7
pizo	1	4
idiliènih	1	9
gizduje	1	7
bunja	1	5
tarzan	1	6
buntovnièke	1	11
maljušna	1	8
jalovili	1	8
saviju	1	6
pouzdan	1	7
glavnije	2	8
zapiehan	1	8
videbatur	1	9
pismar	1	6
torbakom	1	8
us	2	2
cjelokupnom	1	11
zinica	1	6
pretražiti	1	10
viveret	1	7
šumeæe	1	6
spoji	2	5
obadjoh	1	7
sipat	1	5
maškom	1	6
èelièila	1	8
križevih	1	8
stravièna	1	9
spasa	6	5
popodnevna	1	10
veselije	2	8
djevera	4	7
kositer	1	7
tanci	1	5
majka	159	5
pisnih	1	6
siringu	1	7
zaštitnici	2	10
gessit	1	6
rukopisa	3	8
posvema	2	7
ujest	1	5
osvetnièe	1	9
pramove	1	7
vidov	1	5
blaziti	1	7
stolido	1	7
zuje	2	4
uplašenim	1	9
zlitljive	1	9
pomislit	2	8
sedmokriposni	1	13
povim	1	5
cijela	1	6
odagnat	1	7
vagi	3	4
skrstio	1	7
tvoriti	1	7
strašnoga	2	9
prevalilo	1	9
prvotno	3	7
uveze	1	5
svudzuèna	1	9
obalu	7	5
zabunom	1	7
uzvrati	4	7
konvencije	1	10
vrit	1	4
preæ	1	4
ružu	2	4
izvrstna	3	8
upisah	1	6
obkopi	1	6
ikojim	1	6
smatrali	5	8
mimošnu	1	7
krioca	1	6
sakupnom	1	8
broda	3	5
žepèe	1	5
sidmoj	6	6
trubi	1	5
skupljen	1	8
polanco	1	7
mlado	38	5
galilom	1	7
sjajnom	7	7
uzpojte	1	7
poznate	7	7
definitivnim	1	12
plamovi	1	7
opravio	2	7
najaukala	1	9
janošu	15	6
himbenost	1	9
umjetnost	5	9
volenti	1	7
topovsko	1	8
mrzki	3	5
doslovni	1	8
metulj	3	6
zaklad	1	6
najljuæem	1	9
zgodnom	2	7
raste	10	5
ropskome	1	8
doživjet	2	8
razkrèenim	1	10
vlasteoske	1	10
zit	1	3
stranka	3	7
majèinstvo	1	10
vraže	2	5
bajne	2	5
razpitat	1	8
informatora	1	11
inje	4	4
šuška	2	5
al'	1	3
porietlo	1	8
zasliepi	5	8
bezbitne	1	8
izmahnula	1	9
vjerom	7	6
zakljuèast	2	10
kakva	46	5
pustinjaka	5	10
bašæinac	4	8
vjetriæem	1	9
turèinu	1	7
cvite	3	5
sabijati	1	8
tipna	1	5
izraelskih	2	10
najomraženiji	1	13
plieno	2	6
ševèenko	1	8
strahu	10	6
tanetom	1	7
jeèeæi	6	6
zanimalo	3	8
nadari	2	6
pripale	1	7
mjeru	3	5
nastradao	1	9
venac	8	5
sarajlijami	1	11
pjanac	1	6
personifikaciji	1	15
družine	7	7
mezimèe	3	7
silni	17	5
svježoj	2	7
kaži	27	4
plaka	2	5
zorko	2	5
niki	21	4
blagoslovom	2	11
svetilište	1	10
odlominami	1	10
neèas	1	5
sgadja	1	6
strossmayera	4	12
sušom	2	5
naperti	1	7
okuženici	1	9
izlazu	1	6
cviet	29	5
aktima	1	6
jastrebi	1	8
brežuljcima	1	11
èezne	8	5
takiše	1	6
uèinili	4	7
osik	1	4
timoru	1	6
prokrešti	1	9
zdravu	8	6
kolega	3	6
zgoditi	2	7
zabosti	2	7
pokaži	2	6
plaæu	9	5
kopèa	1	5
ubogoj	1	6
povitak	1	7
sveudilj	18	8
znanice	1	7
